ID,0
18C,-6680.489331645853
69D,-3504.9778853506627
32B,-4740.299592256251
47B,-2212.3488657357643
31C,776.2709643107203
58C,-6968.007242493951
3A,-7025.615372822802
12A,-6971.3842950063945
28B,38.78236910873088
38C,-7170.749912079798
61D,-5633.429941275201
81C,2669.7527295109567
90B,1563.1481384589756
78B,1773.7718388621265
53B,-7242.8723710001705
46D,-5267.451495732575
85C,-7233.269460812143
22D,-5585.362201589074
68C,-7244.396449042627
87C,8148.538823976688
53C,-7323.757064020953
40B,-5220.4548373722055
93C,-4596.155216264544
89B,-3358.603376739631
73A,-564.9640410566234
2A,-6028.441444018508
2B,-2243.424031193659
41C,15079.662536092392
57D,-7147.191931579253
57C,-7425.034122639322
78C,731.4502987283588
64D,-5725.280152804339
63B,-300.39518373812507
69A,-3387.637897256346
3B,-7407.628173731976
8B,-7023.61099964434
15A,-2010.1541260660488
2D,-4216.28235637619
73D,2969.533932870438
18B,-6234.090916112703
7C,-4627.535956197229
19C,-6550.581754463971
5A,-6319.572492312137
19B,-3500.179261129212
19D,-6468.356189344319
91A,118.5218834703482
95B,-5093.535715435151
21D,-5797.2506689267275
47D,-5575.714140843015
24B,-6935.09073138403
39A,-5396.962612662037
63D,290.1237693070883
28A,69194.9004642887
59A,3453.842956539939
9B,-7497.693016911762
61A,-5745.524771302933
87A,4986.842958569131
98B,15089.652592088098
85B,-7430.683547396623
5D,2274.4310089930714
17B,-6213.166247379401
53D,-5261.380855724392
51D,9531.248753770937
31B,-4311.735377434194
40D,-3277.318028493842
72B,-5925.87685144726
23A,21972.73054077044
46A,-6971.267911074305
95A,-4621.9045235319845
26C,-4869.352569299761
76B,7594.916437480613
8C,-5580.577606654481
82B,449608.40944606956
76A,3033.7053338391365
28C,-4008.196942807115
31D,-6132.236632816928
26D,-6038.920420584259
25C,-2730.3945038763477
7A,-1167.0784684887046
4A,-7124.414089337976
8D,-7405.9484542205
35D,-7081.533172546133
9A,-6852.522506867946
4C,-6610.260291821137
66A,-7636.418558717216
64C,8046.173462620068
76C,-2615.222053333029
7B,-3852.222678976855
45B,-6075.598055562173
97B,-1352.6110543055668
5B,-6739.196443916417
38B,-7357.703405590604
74C,-2514.4299639879487
34C,-2879.5369785216326
47A,5449.863938760407
97C,11736.201575579122
58B,-7310.416569780263
94B,47.18943043529951
81D,-4884.685104575542
69C,-6531.023506238906
72C,-7139.33954494588
46B,-6934.565761376228
95C,-5816.793206216618
98A,7567.374400390658
82D,3058.484037017265
99B,-2809.202570449436
65D,-6443.260757320485
85D,-207.0857425717552
41B,5826.183992627188
2C,-5639.508450104866
61C,-6729.972076957961
91C,8535.074465690053
6D,-3263.819797557924
25B,-2567.484841266515
26A,-7326.352818382491
68D,-7636.416777348334
6A,5862.250762991729
72D,-321.68442054246447
65B,-7004.05505773759
52B,1026.2010891827333
17A,-7176.136352244226
66C,-5237.503117782679
31A,-5944.253861026396
90D,-188.46205842605482
6B,-3116.340675971617
65A,-5065.39316289066
74A,-4583.068056530626
99C,-6581.588814883749
26B,-5755.842033549222
82C,-136.81917354932673
95D,-2033.513111228512
25D,-5879.025032922557
52D,-6737.415707238618
15B,265.7273029729106
93B,-1154.721131669756
98C,8105.562498465975
64B,-160.28952358948484
89D,4233.614476256477
73C,2510.2498029475582
4D,-7356.1837885641535
93A,-3663.7856575682213
66D,1945.0510309588392
53A,-6242.0207988465745
24C,1656.352347141559
54A,5436.0400269833945
12D,-7537.488126354789
18A,-5926.327100872117
78A,-6419.282148768148
97D,2435.049723756081
63A,-4077.244127948725
91B,-4640.161536770731
42A,-6087.549278854703
94A,-281.1916806951274
22B,637.7169360410903
54B,-7114.811426461249
68B,-5641.704786293666
78D,-4143.586361673664
54D,11088.607487241712
9D,-5575.598281433171
21B,-4867.370553815732
94D,15725.935401874924
46C,-1090.8460580068809
63C,2100.5110648140226
22C,-1817.179806258938
52C,-2689.6516343518497
4B,-7525.364399026938
59D,-6641.251258513913
72A,-3994.763914426564
40C,-5896.292344804486
23D,-2996.9364678454594
67B,-6360.616810369243
41A,-1687.655756324858
12C,-5916.27013482527
45A,-5498.898045559729
17C,-5360.218033224942
64A,34722.712194301675
8A,-6276.336106461571
38D,-7545.666563416921
65C,-7188.523422184086
90A,-73.98798514243707
93D,-1301.7170394164477
67C,-4912.465545073367
68A,11840.324728747353
98D,15934.58463212657
76D,5432.391065308082
40A,-5457.422738369187
58A,-7012.689662917696
18D,-7420.57623151159
42B,-1921.5718834372333
23B,-557.2377700145792
67D,-4215.8986446285
66B,-2513.1171257587835
6C,5901.016958799005
23C,-3339.779672067664
5C,-7350.954113421533
57A,-7138.9004258217565
59B,-6650.300727048605
81B,-1402.475068305833
57B,-6781.11465038409
85A,-6916.388919555248
24D,-2615.9716343641535
19A,-3657.5874608607046
82A,2839.267760996838
42D,-2795.076497591124
47C,-2351.9835796635484
89A,1977.1170831253726
34B,-5801.795556473783
89C,-141.25977173501394
97A,-624.9632100438193
74D,-6391.199197818113
39B,16505.377282155798
58D,-6827.638232996656
59C,-576.7496961385547
61B,-7044.123330440591
21A,-7178.08888818789
39C,-2647.7277475508463
9C,-7222.134617314237
32C,-1088.5620085740688
45D,1158.4407474156276
91D,9191.287291463468
41D,-5250.966771274184
74B,-4549.225995071052
28D,6261.953662715515
24A,-6651.486753404605
69B,1070.309060264073
99A,-4978.8068639473495
67A,-3452.208462465683
